=== Run information ===

Scheme:       weka.associations.FPGrowth -P 2 -I 2 -N 500 -T 1 -C 1.0 -D 0.05 -U 1.0 -M 1.93236715E-4 -S -rules 1
Relation:     20190728-0143-output-keywords - Copy (2)-weka.filters.unsupervised.attribute.NominalToString-Clast-weka.filters.unsupervised.attribute.StringToWordVector-R1-W1000000-prune-rate-1.0-N0-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters " \r\n\t.,;:\'\"()?!"-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last
Instances:    1035
Attributes:   2453
              [list of attributes omitted]
=== Associator model (full training set) ===

FPGrowth found 9566 rules

Showing only rules that contain: 1


8485. [風險評估=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8486. [靈性安適=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8487. [識讀素養=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8488. [衰弱=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8489. [藥物治療信守=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8490. [舒適=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8491. [自主=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8492. [易感性=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8493. [成功脫離機械式換氣=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8494. [後果=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8495. [屬性=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8496. [先決條件=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8497. [健康科技依賴=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
8498. [健康科技=1]: 1 ==> [概念分析=1]: 1   conf:(1) <lift:(49.29)> lev:(0) conv:(0.98) 
